band_name,corrected_band_name,average_price,mbid,listeners,playcount,actual_known_cost?,bio_intro,image_url
Faith Hill,Faith Hill,"$500,000",406552d4-5ba1-4226-b7c0-367bc50fc767,636390,5583446,TRUE,"Audrey Faith Perry, later known as Faith Hill (born September 21, 1967 in Star, Mississippi), is a successful American country singer, known for her commercial success as well as her much-publicized marriage to country singer Tim McGraw.The tall blonde songstress's self-titled album, 'Faith, ' sold four million copies worldwide. The album featured her hit single 'This Kiss, ' which topped the charts for three straight weeks and became her first crossover success, hitting number five on the pop charts. <a href=""https://www.last.fm/music/Faith+Hill"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/afc6620bde29462aa9e683389422e90d.png
Fall Out Boy,Fall Out Boy,"$125,000",516cef4d-0718-4007-9939-f9b38af3f784,2658678,141844151,TRUE,"Fall Out Boy is a band formed in 2001 in Glenview, Illinois after good friends Joe Trohman and Pete Wentz met high schooler Patrick Stump. Stump originally auditioned as a drummer, but soon became the lead singer. The following year, the band debuted with a self-released demo and followed it up with the May 28, 2002 release of Split EP, which featured Project Rocket, on Uprising Records. The group released a mini-LP, Evening Out With Your Girlfriend, also on Uprising Records, in 2003. <a href=""https://www.last.fm/music/Fall+Out+Boy"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/ea4dd5a09f71f7d68d28ce1bcc45f52e.png
Fantasia,Fantasia,"$100,000",fd15aa8e-2595-4029-b547-3ca682eca57c,337670,2588898,TRUE,"1.  Fantasia Monique Barrino, or simply Fantasia (born June 30, 1984 in High Point, North Carolina), an African-American rhythm and blues singer, who came to fame as the winner of the third season of the television series American Idol.Fantasia has released two studio albums Free Yourself in 2004 and more recently the self-titled Fantasia in 2006. Both albums have spawned R&B hits, namely Truth Is, Free Yourself, and her first #1 single When I See U. <a href=""https://www.last.fm/music/Fantasia"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/8ac24aa255e12d9a6a6e62088d9077e3.png
Flo Rida,Flo Rida,"$125,000",4593d49a-7f67-46ba-9ec0-126bd676286f,2091495,31549932,TRUE,"Tramar Dillard (born September 17, 1979 in Miami, Florida), better known by his stage name Flo Rida, is an American rapper signed to Poe Boy Entertainment. He began his rap career touring with 2 Live Crew and was then featured on DJ Khaled's album ""We The Best"" in 2006. He released his debut album Mail on Sunday in 2008 and it's lead single, Low featuring T-Pain, held a run of 10 weeks at #1 on the Billboard Hot 100. In 2009, he released his second album R. <a href=""https://www.last.fm/music/Flo+Rida"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/21326fe1abfb4302970bbd6b8cfdfc14.png
Florence & the Machine,unknown,"$200,000",unknown,0,0,TRUE,unknown,unknown
Florida Georgia Line,Florida Georgia Line,"$375,000",c16817df-0160-490d-a437-c128cbca9218,266422,4432294,TRUE,"Florida Georgia Line is a duo comprised of members Tyler Hubbard (from Monroe, Georgia) and Brian Kelley (from Ormond Beach, Florida). Their sound combines electrifying, hard-driving rock with honest, expressive lyrics. The Cruise Songfacts explains that both Hubbard and Kelley began playing guitar individually while they were in high school before meeting at Nashvilleã®´Í¶s Belmont University. They began writing songs together between classes and soon found themselves playing local clubs, quickly building a fanbase. <a href=""https://www.last.fm/music/Florida+Georgia+Line"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/9f5ebebca2594ff0cf42088a05286458.png
Foo Fighters,Foo Fighters,"$500,000",67f66c07-6e61-4026-ade5-7e782fad3a5d,3954100,190178599,TRUE,"Foo Fighters are an American rock band formed by singer/guitarist/drummer Dave Grohl in 1995 in Seattle, USA. Grohl formed the group as a one-man project after the dissolution of his previous band Nirvana in 1994. Prior to the release of Foo Fighters in 1995, Grohl drafted Nate Mendel (bass), William Goldsmith (drums) (both of Sunny Day Real Estate and The Fire Theft), and Pat Smear (guitar) (of The Germs) to complete the group. Goldsmith left during the recording of the group's second album The Colour and the Shape (1997) <a href=""https://www.last.fm/music/Foo+Fighters"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/a3eb480b2d10af041f71869733883607.png
Foster The People,Foster the People,"$200,000",e0e1a584-dd0a-4bd1-88d1-c4c62895039d,1684270,54470801,TRUE,"Foster the People is an indie rock/indie pop band that formed in Los Angeles, California, United States in 2009. The band consists of Mark Foster (vocals, guitar, keyboards), Cubbie Fink (bass, vocals) and Mark Pontius (drums). The band released their debut self-titled EP in January 2011. The band's debut full length album, Torches, was released on May 24, 2011 on Star Time/Columbia. Their first single ""Pumped Up Kicks"" was a sleeper hit during the summer of 2011 and peaked at #1 on the Billboard Alternative Songs Chart <a href=""https://www.last.fm/music/Foster+the+People"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/c125cd1c1a5c3a8ee8b753dde907f41f.png
Frank Ocean,Frank Ocean,"$125,000",e520459c-dff4-491d-a6e4-c97be35e0044,1135981,66763252,TRUE,"Frank Ocean (born October 28, 1987) is an American singer/songwriter and member of the gleefully hedonistic hip-hop collective OFWGKTA. He was born Christopher Edwin Breaux in Long Beach, California. He has helped pen tracks for Justin Bieber, John Legend, Brandy, and Beyoncﬁ∏ over the last few years. In 2011, Ocean released his debut mixtape, Nostalgia, Ultra, for free via his Tumblr.Venting about his decision to drop the record his own way, he took to Twitter on March 1, 2011: ""i. <a href=""https://www.last.fm/music/Frank+Ocean"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/07b88e65882d07b34d0ba1aca46c4949.png
Fun.,fun.,"$300,000",136c4166-85b3-4994-aa04-59857c434199,1205679,28447354,TRUE,"fun. is an alternative pop-rock band which formed in New York City, New York, United States in 2008. The band consists of Nate Ruess (vocals), Andrew Dost (keyboard, bass) and Jack Antonoff (guitar, trumpet). Ruess is a former member of The Format, Andrew Dost is a former member of Anathallo and Jack Antonoff is a member of Steel Train. The band also includes touring members Nate Harold (bass), Emily Moore (keyboards, guitar) and Will Noon (drums). <a href=""https://www.last.fm/music/fun."">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/6a272840191e41d69072d00e31cc9c4d.png
Green Day,Green Day,"$500,000",084308bd-1654-436f-ba03-df6697104e19,3670309,183918225,TRUE,"Green Day is an American punk rock band formed in 1986 by lead vocalist and guitarist Billie Joe Armstrong and bassist Mike Dirnt. For much of the band's career, they have been a trio with drummer Trﬁ∏ Cool, who replaced John Kiffmeyer in 1990 prior to the recording of the band's second studio album, Kerplunk (1991). Guitarist Jason White, who has been a touring member since 1999, was an official member from 2012 to 2016.Green Day was originally part of the punk scene at the DIY 924 Gilman Street club in Berkeley, California. <a href=""https://www.last.fm/music/Green+Day"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/a30a20f07da44caaac8f7bec682855cf.png
Hank Williams Jr.,Hank Williams Jr.,"$100,000",1d8010a0-b642-4c8f-9c8d-8dc66b7bb81a,218770,2077422,TRUE,"Born Randall Hank Williams in Shreveport, Louisiana, and known by the nickname Bocephus (a name given to him by his father because he thought his son as a baby resembled a TV ventriloquist dummy named Bocephus), he was raised by his mother Audrey after his father's death in 1953. He began performing when eight years old, and in 1963 made his recording debut with ""Lone Gone Lonesome Blues"", a staple of his father's career.Williams' early career was guided <a href=""https://www.last.fm/music/Hank+Williams+Jr."">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/a8ad7cfa1a8e44cd8ce8e41432398abb.png
Hunter Hayes,Hunter Hayes,"$175,000",9a36f5b5-9a70-4890-adfd-bc39386d354d,234595,3188576,TRUE,"There is more than one artist with this name.1. An American country singer2. A Jazz musician1. Hunter Easton Hayes (born September 9, 1991 in Breaux Bridge, Louisiana) is an American country music singer-songwriter and multi-instrumentalist. He is signed to Atlantic Records Nashville, which released his debut single, ""Storm Warning"", on May 16th, 2011. His first major stuido album, a self-titled release, came out on October 11, 2011. His latest work is 'Storyline'. <a href=""https://www.last.fm/music/Hunter+Hayes"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/c88413deddda2c32d7992ea614976a06.png
Imagine Dragons,Imagine Dragons,"$500,000",012151a8-0f9a-44c9-997f-ebd68b5389f9,1566797,71522917,TRUE,"Imagine Dragons is a Grammy award-winning alternative rock band which formed in 2008 in Las Vegas, Nevada, United States. The band consists of Dan Reynolds (vocals), Wayne Sermon (guitar), Ben McKee (bass) and Daniel Platzman (drums). The band released four EPs - ""Imagine Dragons"" (2009), ""Hell and Silence"" (2010), ""It's Time"" (2011) and ""Continued Silence"" (2012) - before releasing their debut full length album ""Night Visions"" on 4 September 2012. <a href=""https://www.last.fm/music/Imagine+Dragons"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/cc4a0ca262a3f10f44051a331f43d491.png
J. Cole,J. Cole,"$150,000",875203e1-8e58-4b86-8dcb-7190faf411c5,1506685,31658507,TRUE,"Jermaine Lamarr Cole (born January 28, 1985), better known by his stage name J. Cole, is an American hip hop recording artist and record producer. Raised in Fayetteville, North Carolina, Cole initially gained recognition as a rapper following the release of his debut mixtape, The Come Up, in early 2007. Intent on further pursuing a solo career as a rapper, he went on to release two additional mixtapes after signing to Jay Z's Roc Nation imprint in 2009. <a href=""https://www.last.fm/music/J.+Cole"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/e6591dd85b7463543f37188ca074e569.png
Jake Owens,Jake Owens,"$200,000",,0,0,TRUE," <a href=""https://www.last.fm/music/+noredirect/Jake+Owens"">Read more on Last.fm</a>",
James Taylor,James Taylor,"$1,000,000",c5a69f1d-f4fc-42b1-9e99-5b3cd35406fa,931352,12996870,TRUE,"James Taylor (born 12th March 1948) is an American singer-songwriter and guitarist, born in Boston, Massachusetts. He grew up in Chapel Hill, North Carolina, where his father Isaac Taylor was the dean of the University of North Carolina Medical School. His family summered on Martha's Vineyard.			Taylor's career began in the mid-1960s, and was the first artist signed to The Beatles's Apple Records. He found further success in the early 1970s, singing sensitive and gentle acoustic songs. <a href=""https://www.last.fm/music/James+Taylor"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/c0d0f770323a48a3aa27c14342a64c63.png
Janes Addicton,Janes Addicton,"$100,000",,4,79,TRUE," <a href=""https://www.last.fm/music/Janes+Addicton"">Read more on Last.fm</a>",
Jason Aldean,Jason Aldean,"$500,000",f24df11a-7e35-4979-a4db-a3b2a170ce27,697417,9231488,TRUE,"Jason Aldine Williams (born February 28, 1977), known professionally as Jason Aldean, is an American country music singer.For anyone looking to brand Jason Aldean as part of a significant musical movement, good luck. Thereã®´Í¶s a lot about the singer thatã®´Í¶s become familiar during his five years as a country hitmaker, after all, he has spent more weeks at #1 on the radio charts than any other country artist in the last 12 months. But none of what he does comes out quite like anyone else. <a href=""https://www.last.fm/music/Jason+Aldean"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/116a631317060f70298ee910fa970f63.png
Jason Mraz,Jason Mraz,"$200,000",82eb8936-7bf6-4577-8320-a2639465206d,2220784,60784175,TRUE,"Jason Mraz (born June 23, 1977 in Mechanicsville, Virginia) is a Grammy-winning American singer-songwriter. Mrazã®´Í¶s stylistic influences include reggae, pop, rock, folk, jazz, and hip hop.Mraz released his debut album, Waiting for My Rocket to Come in 2002 but it was not until the release of his second album, Mr. A-Z that Mraz achieved commercial success. The album peaked at number five on the Billboard Hot 200 and sold over one hundred thousand copies in the US. <a href=""https://www.last.fm/music/Jason+Mraz"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/a10d877cea1f4570b578d3e1711c7b9d.png
Jennifer Hudson,Jennifer Hudson,"$300,000",95b5d5b5-46c4-4c3e-89d5-ffe9236427ac,601868,5136977,TRUE,"Jennifer Hudson (b. Jennifer Kate Hudson on September 12, 1981 in Chicago, Illinois) is an American singer and actress. She is both an Oscar and Grammy Award winner. She was one of the finalists on the third season of the reality/talent-search television series American Idol.Prior to American Idol, Hudson had worked as a singer and actor aboard cruise ships, but never had any formal musical training.Hudson auditioned for the third season of American Idol in Atlanta, Georgia. <a href=""https://www.last.fm/music/Jennifer+Hudson"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/9d29a35e89344ab7ca342ecaad6bba27.png
